,0,1,2,3,4,5,6,7
0,0.0,0.0,0.016805181674123593,0.01339418021401928,0.015136462196037703,0.015096849593004058,0.0,0.0
1,0.015136462196037703,0.015096849593004169,0.0,0.0,0.0,0.0,0.016805181674123593,0.013394180214019169
2,0.0,0.0,0.016805181674123593,0.01339418021401928,0.015136462196037703,0.015096849593004058,0.0,0.0
3,0.0,0.0,0.016805181674123593,0.01339418021401928,0.015136462196037703,0.015096849593004058,0.0,0.0
4,0.015136462196037703,0.015096849593004169,0.0,0.0,0.0,0.0,0.016805181674123593,0.013394180214019169
5,0.015136462196037703,0.015096849593004169,0.0,0.0,0.0,0.0,0.016805181674123593,0.013394180214019169
6,0.015136462196037703,0.015096849593004169,0.0,0.0,0.0,0.0,0.016805181674123593,0.013394180214019169
7,0.015136462196037703,0.015096849593004169,0.0,0.0,0.0,0.0,0.016805181674123593,0.013394180214019169
8,0.0,0.0,0.016805181674123593,0.01339418021401928,0.015136462196037703,0.015096849593004058,0.0,0.0
9,0.015136462196037703,0.015096849593004169,0.0,0.0,0.0,0.0,0.016805181674123593,0.013394180214019169
